Year,Category,Nominee,Additional Info,Won?
1993 (66th),Sound,Geronimo: An American Legend,Chris Carpenter, D. M. Hemphill
1993 (66th),Sound,Jurassic Park,Gary Summers, Gary Rydstrom
1993 (66th),Sound,Schindler's List,Andy Nelson, Steve Pederson
1993 (66th),Sound Editing,Cliffhanger,Wylie Stateman, Gregg Baxter
1993 (66th),Sound Editing,The Fugitive,John Leveque, Bruce Stambler
1993 (66th),Sound Editing,Jurassic Park,Gary Rydstrom, Richard Hymns
1993 (66th),Visual Effects,Cliffhanger,Neil Krepela, John Richardson
1993 (66th),Visual Effects,Jurassic Park,Dennis Muren, Stan Winston
1993 (66th),Visual Effects,The Nightmare before Christmas,Pete Kozachik, Eric Leighton
1993 (66th),Writing,The Age of Innocence,Jay Cocks, Martin Scorsese
1993 (66th),Writing,In the Name of the Father,Terry George, Jim Sheridan
1993 (66th),Writing,The Remains of the Day,Ruth Prawer Jhabvala,FALSE
1993 (66th),Writing,Schindler's List,Steven Zaillian,TRUE
1993 (66th),Writing,Shadowlands,William Nicholson,FALSE
1993 (66th),Writing,Dave,Gary Ross,FALSE
1993 (66th),Writing,In the Line of Fire,Jeff Maguire,FALSE
1993 (66th),Writing,Philadelphia,Ron Nyswaner,FALSE
1993 (66th),Writing,The Piano,Jane Campion,TRUE
1993 (66th),Writing,Sleepless in Seattle,Screenplay by Nora Ephron, David S. Ward
1993 (66th),Honorary Award,To Deborah Kerr, in appreciation for a full career's worth of elegant and beautifully crafted performances.,
1993 (66th),Jean Hersholt Humanitarian Award,Paul Newman,,TRUE
1993 (66th),Scientific and Technical (Academy Award of Merit),To PANAVISION for the Auto Panatar anamorphic photographic lens. [Lenses and Filters],,TRUE
1993 (66th),Scientific and Technical (Academy Award of Merit),To MANFRED G. MICHELSON of Technical Film Systems, Incorporated, for the design and development of the first sprocket-driven film transport system for color print film processors which permits transport speeds in excess of 600 feet per minute. [Laboratory]
1993 (66th),Scientific and Technical (Scientific and Engineering Award),To MARK LEATHER, LES DITTERT, DOUGLAS SMYTHE and GEORGE JOBLOVE for the concept and development of the Digital Motion Picture Retouching System for removing visible rigging and dirt/damage artifacts from original motion picture imagery. [Systems]
1993 (66th),Scientific and Technical (Scientific and Engineering Award),To FRITZ GABRIEL BAUER for the design, development and manufacture of the Moviecam Compact Modular 35mm motion picture camera system. [Camera],
1993 (66th),Scientific and Technical (Technical Achievement Award),To WALLY MILLS for the concept; and GARY STADLER and GUSTAVE PARADA for the design of the Cinemills Lamp Protection System. [Lighting],,TRUE
1993 (66th),Scientific and Technical (Technical Achievement Award),To GARY NUZZI, DAVID JOHNSRUD and WILLIAM BLETHEN for the design and development of the Unilux H3000 Strobe Lighting System. [Lighting],
1993 (66th),Scientific and Technical (Technical Achievement Award),To HARRY J. BAKER for the design and development of the Ronford-Baker Metal Tripods for motion picture photography. [Stage Operations],,TRUE
1993 (66th),Scientific and Technical (Technical Achievement Award),To MICHAEL DORROUGH for the design and development of the compound meter known as the Dorrough Audio Level Meter. [Sound],,TRUE
1993 (66th),Scientific and Technical (Technical Achievement Award),To DAVID DEGENKOLB for the development of a Silver Recovery Ion Exchange System to eliminate hazardous waste (silver ion) in wash water and allow recycling of this water. [Laboratory],,TRUE
1993 (66th),Scientific and Technical (Gordon E. Sawyer Award),Petro Vlahos,,TRUE
1992 (65th),Actor -- Leading Role,Robert Downey, Jr.,Chaplin {'Charles Chaplin'}
1992 (65th),Actor -- Leading Role,Clint Eastwood,Unforgiven {'Bill Munny'},FALSE
1992 (65th),Actor -- Leading Role,Al Pacino,Scent of a Woman {'Lt. Col. Frank Slade'},TRUE
1992 (65th),Actor -- Leading Role,Stephen Rea,The Crying Game {'Fergus'},FALSE
1992 (65th),Actor -- Leading Role,Denzel Washington,Malcolm X {'Malcolm X'},FALSE
1992 (65th),Actor -- Supporting Role,Jaye Davidson,The Crying Game {'Dil'},FALSE
1992 (65th),Actor -- Supporting Role,Gene Hackman,Unforgiven {'Little Bill Daggett'},TRUE
1992 (65th),Actor -- Supporting Role,Jack Nicholson,A Few Good Men {'Col. Nathan R. Jessep'},FALSE
1992 (65th),Actor -- Supporting Role,Al Pacino,Glengarry Glen Ross {'Ricky Roma'},FALSE
1992 (65th),Actor -- Supporting Role,David Paymer,Mr. Saturday Night {'Stan'},FALSE
1992 (65th),Actress -- Leading Role,Catherine Deneuve,Indochine {'Eliane'},FALSE
1992 (65th),Actress -- Leading Role,Mary McDonnell,Passion Fish {'May-Alice'},FALSE
1992 (65th),Actress -- Leading Role,Michelle Pfeiffer,Love Field {'Lurene Hallett'},FALSE
1992 (65th),Actress -- Leading Role,Susan Sarandon,Lorenzo's Oil {'Michaela Odone'},FALSE
1992 (65th),Actress -- Leading Role,Emma Thompson,Howards End {'Margaret Schlegel'},TRUE
1992 (65th),Actress -- Supporting Role,Judy Davis,Husbands and Wives {'Sally'},FALSE
1992 (65th),Actress -- Supporting Role,Joan Plowright,Enchanted April {'Mrs. Fisher'},FALSE
1992 (65th),Actress -- Supporting Role,Vanessa Redgrave,Howards End {'Ruth Wilcox'},FALSE
1992 (65th),Actress -- Supporting Role,Miranda Richardson,Damage {'Ingrid'},FALSE
1992 (65th),Actress -- Supporting Role,Marisa Tomei,My Cousin Vinny {'Mona Lisa Vito'},TRUE
1992 (65th),Art Direction,Bram Stoker's Dracula,Art Direction: Thomas Sanders; Set Decoration: Garrett Lewis,FALSE
1992 (65th),Art Direction,Chaplin,Art Direction: Stuart Craig; Set Decoration: Chris A. Butler,FALSE
1992 (65th),Art Direction,Howards End,Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker,TRUE
1992 (65th),Art Direction,Toys,Art Direction: Ferdinando Scarfiotti; Set Decoration: Linda DeScenna,FALSE
1992 (65th),Art Direction,Unforgiven,Art Direction: Henry Bumstead; Set Decoration: Janice Blackie-Goodine,FALSE
1992 (65th),Cinematography,Hoffa,Stephen H. Burum,FALSE
1992 (65th),Cinematography,Howards End,Tony Pierce-Roberts,FALSE
1992 (65th),Cinematography,The Lover,Robert Fraisse,FALSE
1992 (65th),Cinematography,A River Runs through It,Philippe Rousselot,TRUE
1992 (65th),Cinematography,Unforgiven,Jack N. Green,FALSE
1992 (65th),Costume Design,Bram Stoker's Dracula,Eiko Ishioka,TRUE
1992 (65th),Costume Design,Enchanted April,Sheena Napier,FALSE
1992 (65th),Costume Design,Howards End,Jenny Beavan, John Bright
1992 (65th),Costume Design,Malcolm X,Ruth Carter,FALSE
1992 (65th),Costume Design,Toys,Albert Wolsky,FALSE
1992 (65th),Directing,The Crying Game,Neil Jordan,FALSE
1992 (65th),Directing,Howards End,James Ivory,FALSE
1992 (65th),Directing,The Player,Robert Altman,FALSE
1992 (65th),Directing,Scent of a Woman,Martin Brest,FALSE
1992 (65th),Directing,Unforgiven,Clint Eastwood,TRUE
1992 (65th),Documentary (Feature),Changing Our Minds: The Story of Dr. Evelyn Hooker,David Haugland, Producer
1992 (65th),Documentary (Feature),Fires of Kuwait,Sally Dundas, Producer
1992 (65th),Documentary (Feature),Liberators: Fighting on Two Fronts in World War II,William Miles and Nina Rosenblum, Producers
1992 (65th),Documentary (Feature),Music for the Movies: Bernard Herrmann,Margaret Smilow and Roma Baran, Producers
1992 (65th),Documentary (Feature),The Panama Deception,Barbara Trent and David Kasper, Producers
1992 (65th),Documentary (Short Subject),At the Edge of Conquest: The Journey of Chief Wai-Wai,Geoffrey O'Connor, Producer
1992 (65th),Documentary (Short Subject),Beyond Imagining: Margaret Anderson and the 'Little Review',Wendy L. Weinberg, Producer
1992 (65th),Documentary (Short Subject),The Colours of My Father: A Portrait of Sam Borenstein,Richard Elson and Sally Bochner, Producers
1992 (65th),Documentary (Short Subject),Educating Peter,Thomas C. Goodwin and Gerardine Wurzburg, Producers
1992 (65th),Documentary (Short Subject),When Abortion Was Illegal: Untold Stories,Dorothy Fadiman, Producer
1992 (65th),Film Editing,Basic Instinct,Frank J. Urioste,FALSE
1992 (65th),Film Editing,The Crying Game,Kant Pan,FALSE
1992 (65th),Film Editing,A Few Good Men,Robert Leighton,FALSE
1992 (65th),Film Editing,The Player,Geraldine Peroni,FALSE
1992 (65th),Film Editing,Unforgiven,Joel Cox,TRUE
1992 (65th),Foreign Language Film,Close to Eden,Russia,FALSE
1992 (65th),Foreign Language Film,Daens,Belgium,FALSE
1992 (65th),Foreign Language Film,Indochine,France,TRUE
1992 (65th),Foreign Language Film,A Place in the World,Uruguay,FALSE
1992 (65th),Foreign Language Film,Schtonk!,Germany,FALSE
1992 (65th),Makeup,Batman Returns,Ve Neill, Ronnie Specter
1992 (65th),Makeup,Bram Stoker's Dracula,Greg Cannom, Michele Burke
1992 (65th),Makeup,Hoffa,Ve Neill, Greg Cannom
1992 (65th),Music (Scoring),Aladdin,Alan Menken,TRUE
1992 (65th),Music (Scoring),Basic Instinct,Jerry Goldsmith,FALSE
1992 (65th),Music (Scoring),Chaplin,John Barry,FALSE
1992 (65th),Music (Scoring),Howards End,Richard Robbins,FALSE
1992 (65th),Music (Scoring),A River Runs through It,Mark Isham,FALSE
1992 (65th),Music (Song),The Mambo Kings,Music by Robert Kraft; Lyric by Arne Glimcher,FALSE
1992 (65th),Music (Song),Aladdin,Music by Alan Menken; Lyric by Howard Ashman,FALSE
1992 (65th),Music (Song),The Bodyguard,Music by David Foster; Lyric by Linda Thompson,FALSE
1992 (65th),Music (Song),The Bodyguard,Music by Jud Friedman; Lyric by Allan Rich,FALSE
1992 (65th),Music (Song),Aladdin,Music by Alan Menken; Lyric by Tim Rice,TRUE
1992 (65th),Best Picture,The Crying Game,Stephen Woolley, Producer
1992 (65th),Best Picture,A Few Good Men,David Brown, Rob Reiner and Andrew Scheinman
1992 (65th),Best Picture,Howards End,Ismail Merchant, Producer
1992 (65th),Best Picture,Scent of a Woman,Martin Brest, Producer
1992 (65th),Best Picture,Unforgiven,Clint Eastwood, Producer
1992 (65th),Short Film (Animated),Adam,Peter Lord,FALSE
1992 (65th),Short Film (Animated),Mona Lisa Descending a Staircase,Joan C. Gratz,TRUE
1992 (65th),Short Film (Animated),Reci, Reci, Reci... (Words
1992 (65th),Short Film (Animated),The Sandman,Paul Berry,FALSE
1992 (65th),Short Film (Animated),Screen Play,Barry J.C. Purves,FALSE
1992 (65th),Short Film (Live Action),Contact,Jonathan Darby, Jana Sue Memel
1992 (65th),Short Film (Live Action),Cruise Control,Matt Palmieri,FALSE
1992 (65th),Short Film (Live Action),The Lady in Waiting,Christian M. Taylor,FALSE
1992 (65th),Short Film (Live Action),Omnibus,Sam Karmann,TRUE
1992 (65th),Short Film (Live Action),Swan Song,Kenneth Branagh, David Parfitt
1992 (65th),Sound,Aladdin,Terry Porter, Mel Metcalfe
1992 (65th),Sound,A Few Good Men,Kevin O'Connell, Rick Kline
1992 (65th),Sound,The Last of the Mohicans,Chris Jenkins, Doug Hemphill
1992 (65th),Sound,Under Siege,Don Mitchell, Frank A. Montano
1992 (65th),Sound,Unforgiven,Les Fresholtz, Vern Poore
1992 (65th),Sound Editing,Aladdin,Mark Mangini,FALSE
1992 (65th),Sound Editing,Bram Stoker's Dracula,Tom C. McCarthy, David E. Stone
1992 (65th),Sound Editing,Under Siege,John Leveque, Bruce Stambler
1992 (65th),Visual Effects,Alien 3,Richard Edlund, Alec Gillis
1992 (65th),Visual Effects,Batman Returns,Michael Fink, Craig Barron
1992 (65th),Visual Effects,Death Becomes Her,Ken Ralston, Doug Chiang
1992 (65th),Writing,Enchanted April,Peter Barnes,FALSE
1992 (65th),Writing,Howards End,Ruth Prawer Jhabvala,TRUE
1992 (65th),Writing,The Player,Michael Tolkin,FALSE
1992 (65th),Writing,A River Runs through It,Richard Friedenberg,FALSE
1992 (65th),Writing,Scent of a Woman,Bo Goldman,FALSE
1992 (65th),Writing,The Crying Game,Neil Jordan,TRUE
1992 (65th),Writing,Husbands and Wives,Woody Allen,FALSE
1992 (65th),Writing,Lorenzo's Oil,George Miller, Nick Enright
1992 (65th),Writing,Passion Fish,John Sayles,FALSE
1992 (65th),Writing,Unforgiven,David Webb Peoples,FALSE
1992 (65th),Honorary Award,To Federico Fellini in recognition of his place as one of the screen's master storytellers.,,TRUE
1992 (65th),Jean Hersholt Humanitarian Award,Audrey Hepburn[NOTE: The Academy's Board of Governors voted to confer this award on January 12, 1993. Ms. Hepburn passed away on January 20th, and the award was accepted on her behalf by her son
1992 (65th),Jean Hersholt Humanitarian Award,Elizabeth Taylor,,TRUE
1992 (65th),Scientific and Technical (Academy Award of Merit),To CHADWELL O'CONNOR of the O'Connor Engineering Laboratories for the concept and engineering of the fluid-damped camera head for motion picture photography. [Stage Operations],,TRUE
1992 (65th),Scientific and Technical (Scientific and Engineering Award),To LOREN CARPENTER, ROB COOK, ED CATMULL
1992 (65th),Scientific and Technical (Scientific and Engineering Award),To CLAUS WIEDEMANN and ROBERT ORBAN for the design and DOLBY LABORATORIES for the development of the Dolby Labs 'Container.' [Sound],,TRUE
1992 (65th),Scientific and Technical (Scientific and Engineering Award),To KEN BATES for the design and development of the Bates Decelerator System for accurately and safely arresting the descent of stunt persons in high freefalls. [Stage Operations],,TRUE
1992 (65th),Scientific and Technical (Scientific and Engineering Award),To AL MAYER for the camera design; IAIN NEIL and GEORGE KRAEMER for the optical design; HANS SPIRAWSKI and BILL ESLICK for the opto-mechanical design; and DON EARL for technical support in developing the Panavision System 65 Studio Sync Sound Reflex Camera for 65mm motion picture photography. [Camera],,TRUE
1992 (65th),Scientific and Technical (Scientific and Engineering Award),To DOUGLAS TRUMBULL for the concept; GEOFFREY H. WILLIAMSON for the movement design; ROBERT D. AUGUSTE for the electronic design and EDMUND M. DI GIULIO for the camera system design of the CP-65 Showscan Camera System for 65mm motion picture photography. [Camera],,TRUE
1992 (65th),Scientific and Technical (Scientific and Engineering Award),To ARNOLD & RICHTER, OTTO BLASCHEK and the ENGINEERING DEPARTMENT OF ARRI, AUSTRIA for the design and development of the Arriflex 765 Camera System for 65mm motion picture photography. [Camera]
1992 (65th),Scientific and Technical (Technical Achievement Award),To IRA TIFFEN of the Tiffen Manufacturing Corporation for the production of the Ultra Contrast Filter Series for motion picture photography. [Lenses and Filters],,TRUE
1992 (65th),Scientific and Technical (Technical Achievement Award),To ROBERT R. BURTON of Audio Rents, Incorporated, for the development of the Model S-27 4-Band Splitter/Combiner. [Sound]
1992 (65th),Scientific and Technical (Technical Achievement Award),To IAIN NEIL for the optical design and KAZ FUDANO for the mechanical design of the Panavision Slant Focus Lens for motion picture photography. [Lenses and Filters],,TRUE
1992 (65th),Scientific and Technical (Technical Achievement Award),To TOM BRIGHAM for the original concept and pioneering work; and DOUGLAS SMYTHE and the COMPUTER GRAPHICS DEPARTMENT OF INDUSTRIAL LIGHT & MAGIC for the development and the first implementation in feature motion pictures of the MORF system for digital metamorphosis of high resolution images. [Special Photographic],,TRUE
1992 (65th),Scientific and Technical (Gordon E. Sawyer Award),Erich Kaestner,,TRUE
1992 (65th),Scientific and Technical (Bonner Medal),To Petro Vlahos in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,TRUE
1992 (65th),Scientific and Technical (Special Awards),To The International Alliance of Theatrical Stage Employees in recognition of the indispensable contributions of its members, who represent the full spectrum of artists, technicians and craftspeople
1991 (64th),Actor -- Leading Role,Warren Beatty,Bugsy {'Bugsy Siegel'},FALSE
1991 (64th),Actor -- Leading Role,Robert De Niro,Cape Fear {'Max Cady'},FALSE
1991 (64th),Actor -- Leading Role,Anthony Hopkins,The Silence of the Lambs {'Dr. Hannibal Lecter'},TRUE
1991 (64th),Actor -- Leading Role,Nick Nolte,The Prince of Tides {'Tom Wingo'},FALSE
1991 (64th),Actor -- Leading Role,Robin Williams,The Fisher King {'Parry'},FALSE
1991 (64th),Actor -- Supporting Role,Tommy Lee Jones,JFK {'Clay Shaw'},FALSE
1991 (64th),Actor -- Supporting Role,Harvey Keitel,Bugsy {'Mickey Cohen'},FALSE
1991 (64th),Actor -- Supporting Role,Ben Kingsley,Bugsy {'Meyer Lansky'},FALSE
1991 (64th),Actor -- Supporting Role,Michael Lerner,Barton Fink {'Jack Lipnick'},FALSE
1991 (64th),Actor -- Supporting Role,Jack Palance,City Slickers {'Curly'},TRUE
1991 (64th),Actress -- Leading Role,Geena Davis,Thelma & Louise {'Thelma'},FALSE
