1942 (15th),Actor -- Leading Role,James Cagney,Yankee Doodle Dandy {'George M. Cohan'},TRUE,,,,,,,,,,,
1942 (15th),Actor -- Leading Role,Ronald Colman,Random Harvest {'Charles Ranier'},FALSE,,,,,,,,,,,
1942 (15th),Actor -- Leading Role,Gary Cooper,The Pride of the Yankees {'Lou Gehrig'},FALSE,,,,,,,,,,,
1942 (15th),Actor -- Leading Role,Walter Pidgeon,Mrs. Miniver {'Clem Miniver'},FALSE,,,,,,,,,,,
1942 (15th),Actor -- Leading Role,Monty Woolley,The Pied Piper {'Howard'},FALSE,,,,,,,,,,,
1942 (15th),Actor -- Supporting Role,William Bendix,Wake Island {'Smacksie Randall'},FALSE,,,,,,,,,,,
1942 (15th),Actor -- Supporting Role,Van Heflin,Johnny Eager {'Jeff Hartnett'},TRUE,,,,,,,,,,,
1942 (15th),Actor -- Supporting Role,Walter Huston,Yankee Doodle Dandy {'Jerry Cohan'},FALSE,,,,,,,,,,,
1942 (15th),Actor -- Supporting Role,Frank Morgan,Tortilla Flat {'The Pirate'},FALSE,,,,,,,,,,,
1942 (15th),Actor -- Supporting Role,Henry Travers,Mrs. Miniver {'Mr. Ballard'},FALSE,,,,,,,,,,,
1942 (15th),Actress -- Leading Role,Bette Davis,Now, Voyager {'Charlotte Vale'},FALSE,,,,,,,,,,
1942 (15th),Actress -- Leading Role,Greer Garson,Mrs. Miniver {'Kay Miniver'},TRUE,,,,,,,,,,,
1942 (15th),Actress -- Leading Role,Katharine Hepburn,Woman of the Year {'Tess Harding'},FALSE,,,,,,,,,,,
1942 (15th),Actress -- Leading Role,Rosalind Russell,My Sister Eileen {'Ruth Sherwood'},FALSE,,,,,,,,,,,
1942 (15th),Actress -- Leading Role,Teresa Wright,The Pride of the Yankees {'Eleanor Gehrig'},FALSE,,,,,,,,,,,
1942 (15th),Actress -- Supporting Role,Gladys Cooper,Now, Voyager {'Mrs. Vale'},FALSE,,,,,,,,,,
1942 (15th),Actress -- Supporting Role,Agnes Moorehead,The Magnificent Ambersons {'Fanny Minafer'},FALSE,,,,,,,,,,,
1942 (15th),Actress -- Supporting Role,Susan Peters,Random Harvest {'Kitty'},FALSE,,,,,,,,,,,
1942 (15th),Actress -- Supporting Role,Dame May Whitty,Mrs. Miniver {'Lady Beldon'},FALSE,,,,,,,,,,,
1942 (15th),Actress -- Supporting Role,Teresa Wright,Mrs. Miniver {'Carol Beldon'},TRUE,,,,,,,,,,,
1942 (15th),Art Direction,George Washington Slept Here,Art Direction: Max Parker, Mark-Lee Kirk; Interior Decoration: Casey Roberts,FALSE,,,,,,,,,,
1942 (15th),Art Direction,The Magnificent Ambersons,Art Direction: Albert S. D'Agostino; Interior Decoration: Darrell Silvera, Al Fields,FALSE,,,,,,,,,,
1942 (15th),Art Direction,The Pride of the Yankees,Art Direction: Perry Ferguson; Interior Decoration: Howard Bristol,FALSE,,,,,,,,,,,
1942 (15th),Art Direction,Random Harvest,Art Direction: Cedric Gibbons, Randall Duell; Interior Decoration: Edwin B. Willis, Jack Moore,FALSE,,,,,,,,,
1942 (15th),Art Direction,The Shanghai Gesture,Art Direction: Boris Leven; Interior Decoration: Boris Leven,FALSE,,,,,,,,,,,
1942 (15th),Art Direction,Silver Queen,Art Direction: Ralph Berger; Interior Decoration: Emile Kuri,FALSE,,,,,,,,,,,
1942 (15th),Art Direction,The Spoilers,Art Direction: Jack Otterson, John B. Goodman; Interior Decoration: Russell A. Gausman, Edward R. Robinson,FALSE,,,,,,,,,
1942 (15th),Art Direction,Take a Letter, Darling,Art Direction: Hans Dreier, Roland Anderson; Interior Decoration: Sam Comer,FALSE,,,,,,,,,
1942 (15th),Art Direction,The Talk of the Town,Art Direction: Lionel Banks, Rudolph Sternad; Interior Decoration: Fay Babcock,FALSE,,,,,,,,,,
1942 (15th),Art Direction,This above All,Art Direction: Richard Day, Joseph Wright; Interior Decoration: Thomas Little,TRUE,,,,,,,,,,
1942 (15th),Art Direction,Arabian Nights,Art Direction: Jack Otterson, Alexander Golitzen; Interior Decoration: Russell A. Gausman, Ira S. Webb,FALSE,,,,,,,,,
1942 (15th),Art Direction,Captains of the Clouds,Art Direction: Ted Smith; Interior Decoration: Casey Roberts,FALSE,,,,,,,,,,,
1942 (15th),Art Direction,Jungle Book,Art Direction: Vincent Korda; Interior Decoration: Julia Heron,FALSE,,,,,,,,,,,
1942 (15th),Art Direction,My Gal Sal,Art Direction: Richard Day, Joseph Wright; Interior Decoration: Thomas Little,TRUE,,,,,,,,,,
1942 (15th),Art Direction,Reap the Wild Wind,Art Direction: Hans Dreier, Roland Anderson; Interior Decoration: George Sawley,FALSE,,,,,,,,,,
1942 (15th),Cinematography,Kings Row,James Wong Howe,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,The Magnificent Ambersons,Stanley Cortez,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,Mrs. Miniver,Joseph Ruttenberg,TRUE,,,,,,,,,,,
1942 (15th),Cinematography,Moontide,Charles Clarke,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,The Pied Piper,Edward Cronjager,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,The Pride of the Yankees,Rudolph Mate,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,Take a Letter, Darling,John Mescall,FALSE,,,,,,,,,,
1942 (15th),Cinematography,The Talk of the Town,Ted Tetzlaff,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,Ten Gentlemen from West Point,Leon Shamroy,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,This above All,Arthur Miller,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,Arabian Nights,Milton Krasner, William V. Skall, W. Howard Greene,FALSE,,,,,,,,,
1942 (15th),Cinematography,The Black Swan,Leon Shamroy,TRUE,,,,,,,,,,,
1942 (15th),Cinematography,Captains of the Clouds,Sol Polito,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,Jungle Book,W. Howard Greene,FALSE,,,,,,,,,,,
1942 (15th),Cinematography,Reap the Wild Wind,Victor Milner, William V. Skall,FALSE,,,,,,,,,,
1942 (15th),Cinematography,To the Shores of Tripoli,Edward Cronjager, William V. Skall,FALSE,,,,,,,,,,
1942 (15th),Directing,Kings Row,Sam Wood,FALSE,,,,,,,,,,,
1942 (15th),Directing,Mrs. Miniver,William Wyler,TRUE,,,,,,,,,,,
1942 (15th),Directing,Random Harvest,Mervyn LeRoy,FALSE,,,,,,,,,,,
1942 (15th),Directing,Wake Island,John Farrow,FALSE,,,,,,,,,,,
1942 (15th),Directing,Yankee Doodle Dandy,Michael Curtiz,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Africa, Prelude to Victory,The March of Time,FALSE,,,,,,,,,,
1942 (15th),Documentary (other),The Battle of Midway,United States Navy,TRUE,,,,,,,,,,,
1942 (15th),Documentary (other),Combat Report,United States Army Signal Corps,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Conquer by the Clock,Frederic Ullman, Jr., Producer,FALSE,,,,,,,,,
1942 (15th),Documentary (other),The Grain That Built a Hemisphere,Walt Disney, Producer,FALSE,,,,,,,,,,
1942 (15th),Documentary (other),Henry Browne, Farmer,United States Department of Agriculture,FALSE,,,,,,,,,,
1942 (15th),Documentary (other),High over the Borders,National Film Board of Canada,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),High Stakes in the East,The Netherlands Information Bureau,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Inside Fighting China,National Film Board of Canada,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),It's Everybody's War,United States Office of War Information,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Kokoda Front Line!,Australian News & Information Bureau,TRUE,,,,,,,,,,,
1942 (15th),Documentary (other),Listen to Britain,British Ministry of Information,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Little Belgium,Belgian Ministry of Information,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Little Isles of Freedom,Victor Stoloff and Edgar Loew, Producers,FALSE,,,,,,,,,,
1942 (15th),Documentary (other),Mr. Blabbermouth!,United States Office of War Information,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Mr. Gardenia Jones,United States Office of War Information,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Moscow Strikes Back,Artkino,TRUE,,,,,,,,,,,
1942 (15th),Documentary (other),The New Spirit,Walt Disney, Producer,FALSE,,,,,,,,,,
1942 (15th),Documentary (other),Prelude to War,United States Army Special Services,TRUE,,,,,,,,,,,
1942 (15th),Documentary (other),The Price of Victory,William H. Pine, Producer,FALSE,,,,,,,,,,
1942 (15th),Documentary (other),A Ship Is Born,United States Merchant Marine,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Twenty-One Miles,British Ministry of Information,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),We Refuse to Die,William C. Thomas, Producer,FALSE,,,,,,,,,,
1942 (15th),Documentary (other),White Eagle,Concanen Films,FALSE,,,,,,,,,,,
1942 (15th),Documentary (other),Winning Your Wings,United States Army Air Force,FALSE,,,,,,,,,,,
1942 (15th),Film Editing,Mrs. Miniver,Harold F. Kress,FALSE,,,,,,,,,,,
1942 (15th),Film Editing,The Pride of the Yankees,Daniel Mandell,TRUE,,,,,,,,,,,
1942 (15th),Film Editing,The Talk of the Town,Otto Meyer,FALSE,,,,,,,,,,,
1942 (15th),Film Editing,This above All,Walter Thompson,FALSE,,,,,,,,,,,
1942 (15th),Film Editing,Yankee Doodle Dandy,George Amy,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Arabian Nights,Frank Skinner,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Bambi,Frank Churchill, Edward Plumb,FALSE,,,,,,,,,,
1942 (15th),Music (Scoring),The Black Swan,Alfred Newman,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),The Corsican Brothers,Dimitri Tiomkin,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Flying Tigers,Victor Young,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),The Gold Rush,Max Terr,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),I Married a Witch,Roy Webb,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Joan of Paris,Roy Webb,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Jungle Book,Miklos Rozsa,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Klondike Fury,Edward Kay,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Now, Voyager,Max Steiner,TRUE,,,,,,,,,,
1942 (15th),Music (Scoring),The Pride of the Yankees,Leigh Harline,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Random Harvest,Herbert Stothart,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),The Shanghai Gesture,Richard Hageman,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Silver Queen,Victor Young,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Take a Letter, Darling,Victor Young,FALSE,,,,,,,,,,
1942 (15th),Music (Scoring),The Talk of the Town,Frederick Hollander, Morris Stoloff,FALSE,,,,,,,,,,
1942 (15th),Music (Scoring),To Be or Not to Be,Werner Heymann,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Flying with Music,Edward Ward,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),For Me and My Gal,Roger Edens, Georgie Stoll,FALSE,,,,,,,,,,
1942 (15th),Music (Scoring),Holiday Inn,Robert Emmett Dolan,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),It Started with Eve,Hans Salter, Charles Previn,FALSE,,,,,,,,,,
1942 (15th),Music (Scoring),Johnny Doughboy,Walter Scharf,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),My Gal Sal,Alfred Newman,FALSE,,,,,,,,,,,
1942 (15th),Music (Scoring),Yankee Doodle Dandy,Ray Heindorf, Heinz Roemheld,TRUE,,,,,,,,,,
1942 (15th),Music (Scoring),You Were Never Lovelier,Leigh Harline,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),Always in My Heart,Music by Ernesto Lecuona; Lyrics by Kim Gannon,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),You Were Never Lovelier,Music by Jerome Kern; Lyrics by Johnny Mercer,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),Babes on Broadway,Music by Burton Lane; Lyrics by Ralph Freed,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),Youth on Parade,Music by Jule Styne; Lyrics by Sammy Cahn,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),Orchestra Wives,Music by Harry Warren; Lyrics by Mack Gordon,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),Bambi,Music by Frank Churchill; Lyrics by Larry Morey,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),Flying with Music,Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),Hellzapoppin',Music by Gene de Paul; Lyrics by Don Raye,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),The Mayor of 44th Street,Music by Harry Revel; Lyrics by Mort Greene,FALSE,,,,,,,,,,,
1942 (15th),Music (Song),Holiday Inn,Music and Lyrics by Irving Berlin,TRUE,,,,,,,,,,,
1942 (15th),Best Picture,The Invaders,Ortus,FALSE,,,,,,,,,,,
1942 (15th),Best Picture,Kings Row,Warner Bros.,FALSE,,,,,,,,,,,
1942 (15th),Best Picture,The Magnificent Ambersons,Mercury,FALSE,,,,,,,,,,,
1942 (15th),Best Picture,Mrs. Miniver,Metro-Goldwyn-Mayer,TRUE,,,,,,,,,,,
1942 (15th),Best Picture,The Pied Piper,20th Century-Fox,FALSE,,,,,,,,,,,
1942 (15th),Best Picture,The Pride of the Yankees,Samuel Goldwyn Productions,FALSE,,,,,,,,,,,
1942 (15th),Best Picture,Random Harvest,Metro-Goldwyn-Mayer,FALSE,,,,,,,,,,,
1942 (15th),Best Picture,The Talk of the Town,Columbia,FALSE,,,,,,,,,,,
1942 (15th),Best Picture,Wake Island,Paramount,FALSE,,,,,,,,,,,
1942 (15th),Best Picture,Yankee Doodle Dandy,Warner Bros.,FALSE,,,,,,,,,,,
1942 (15th),Short Film (Animated),All Out for 'V',20th Century-Fox,FALSE,,,,,,,,,,,
1942 (15th),Short Film (Animated),Blitz Wolf,Metro-Goldwyn-Mayer,FALSE,,,,,,,,,,,
1942 (15th),Short Film (Animated),Der Fuehrer's Face,Walt Disney, Producer,TRUE,,,,,,,,,,
1942 (15th),Short Film (Animated),Juke Box Jamboree,Walter Lantz, Producer,FALSE,,,,,,,,,,
1942 (15th),Short Film (Animated),Pigs in a Polka,Leon Schlesinger, Producer,FALSE,,,,,,,,,,
1942 (15th),Short Film (Animated),Tulips Shall Grow,George Pal, Producer,FALSE,,,,,,,,,,
1942 (15th),Short Film (Live Action),Desert Wonderland,20th Century-Fox,FALSE,,,,,,,,,,,
1942 (15th),Short Film (Live Action),Marines in the Making,Pete Smith, Producer,FALSE,,,,,,,,,,
1942 (15th),Short Film (Live Action),Speaking of Animals and Their Families,Paramount,TRUE,,,,,,,,,,,
1942 (15th),Short Film (Live Action),United States Marine Band,Warner Bros.,FALSE,,,,,,,,,,,
1942 (15th),Short Film (Live Action),Beyond the Line of Duty,Warner Bros.,TRUE,,,,,,,,,,,
1942 (15th),Short Film (Live Action),Don't Talk,Metro-Goldwyn-Mayer,FALSE,,,,,,,,,,,
1942 (15th),Short Film (Live Action),Private Smith of the U.S.A.,RKO Radio,FALSE,,,,,,,,,,,
1942 (15th),Sound,Arabian Nights,Universal Studio Sound Department, Bernard B. Brown, Sound Director,FALSE,,,,,,,,,
1942 (15th),Sound,Bambi,Walt Disney Studio Sound Department, Sam Slyfield, Sound Director,FALSE,,,,,,,,,
1942 (15th),Sound,Flying Tigers,Republic Studio Sound Department, Daniel Bloomberg, Sound Director,FALSE,,,,,,,,,
1942 (15th),Sound,Friendly Enemies,Sound Service, Inc., Jack Whitney, Sound Director,FALSE,,,,,,,,
1942 (15th),Sound,The Gold Rush,RCA Sound, James Fields, Sound Director,FALSE,,,,,,,,,
1942 (15th),Sound,Mrs. Miniver,Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director,FALSE,,,,,,,,,
1942 (15th),Sound,Once upon a Honeymoon,RKO Radio Studio Sound Department, Steve Dunn, Sound Director,FALSE,,,,,,,,,
1942 (15th),Sound,The Pride of the Yankees,Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director,FALSE,,,,,,,,,
1942 (15th),Sound,Road to Morocco,Paramount Studio Sound Department, Loren Ryder, Sound Director,FALSE,,,,,,,,,
1942 (15th),Sound,This above All,20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director,FALSE,,,,,,,,,
1942 (15th),Sound,Yankee Doodle Dandy,Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director,TRUE,,,,,,,,,
1942 (15th),Sound,You Were Never Lovelier,Columbia Studio Sound Department, John Livadary, Sound Director,FALSE,,,,,,,,,
1942 (15th),Writing,Holiday Inn,Irving Berlin,FALSE,,,,,,,,,,,
1942 (15th),Writing,The Invaders,Emeric Pressburger,TRUE,,,,,,,,,,,
1942 (15th),Writing,The Pride of the Yankees,Paul Gallico,FALSE,,,,,,,,,,,
1942 (15th),Writing,The Talk of the Town,Sidney Harmon,FALSE,,,,,,,,,,,
1942 (15th),Writing,Yankee Doodle Dandy,Robert Buckner,FALSE,,,,,,,,,,,
1942 (15th),Writing,One of Our Aircraft Is Missing,Michael Powell, Emeric Pressburger,FALSE,,,,,,,,,,
1942 (15th),Writing,Road to Morocco,Frank Butler, Don Hartman,FALSE,,,,,,,,,,
1942 (15th),Writing,Wake Island,W. R. Burnett, Frank Butler,FALSE,,,,,,,,,,
1942 (15th),Writing,The War against Mrs. Hadley,George Oppenheimer,FALSE,,,,,,,,,,,
1942 (15th),Writing,Woman of the Year,Ring Lardner, Jr., Michael Kanin,TRUE,,,,,,,,,
1942 (15th),Writing,The Invaders,Rodney Ackland, Emeric Pressburger,FALSE,,,,,,,,,,
1942 (15th),Writing,Mrs. Miniver,Arthur Wimperis, George Froeschel, James Hilton, Claudine West,TRUE,,,,,,,,
1942 (15th),Writing,The Pride of the Yankees,Jo Swerling, Herman J. Mankiewicz,FALSE,,,,,,,,,,
1942 (15th),Writing,Random Harvest,Claudine West, George Froeschel, Arthur Wimperis,FALSE,,,,,,,,,
1942 (15th),Writing,The Talk of the Town,Irwin Shaw, Sidney Buchman,FALSE,,,,,,,,,,
1942 (15th),Honorary Award,To Charles Boyer for his progressive cultural achievement in establishing the French Research Foundation in Los Angeles as a source of reference for the Hollywood Motion Picture Industry.,,TRUE,,,,,,,,,,,
1942 (15th),Honorary Award,To Noel Coward for his outstanding production achievement in In Which We Serve.,,TRUE,,,,,,,,,,,
1942 (15th),Honorary Award,To Metro-Goldwyn-Mayer for its achievement in representing the American Way of Life in the production of the Andy Hardy series of films.,,TRUE,,,,,,,,,,,
1942 (15th),Irving G. Thalberg Memorial Award,Sidney Franklin,,TRUE,,,,,,,,,,,
1942 (15th),Scientific and Technical (Scientific and Engineering Award),To CARROLL CLARK, F. THOMAS THOMPSON and the RKO RADIO STUDIO ART and MINIATURE DEPARTMENTS for the design and construction of a moving cloud and horizon machine. [Stage Operations],,TRUE,,,,,,,,,,
1942 (15th),Scientific and Technical (Scientific and Engineering Award),To DANIEL B. CLARK and the 20TH CENTURY-FOX FILM CORP. for the development of a lens calibration system and the application of this system to exposure control in cinematography. [Lenses and Filters],,TRUE,,,,,,,,,,,
1942 (15th),Scientific and Technical (Technical Achievement Award),To ROBERT HENDERSON and the PARAMOUNT STUDIO ENGINEERING and TRANSPARENCY DEPARTMENTS for the design and construction of adjustable light bridges and screen frames for transparency process photography. [Special Photographic],,TRUE,,,,,,,,,,,
1942 (15th),Scientific and Technical (Technical Achievement Award),To DANIEL J. BLOOMBERG and the REPUBLIC STUDIO SOUND DEPARTMENT for the design and application to motion picture production of a device for marking action negative for pre-selection purposes. [Laboratory],,TRUE,,,,,,,,,,,
1942 (15th),Special Effects (archaic category),The Black Swan,Photographic Effects by Fred Sersen; Sound Effects by Roger Heman, George Leverett,FALSE,,,,,,,,,,
1942 (15th),Special Effects (archaic category),Desperate Journey,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,FALSE,,,,,,,,,,,
1942 (15th),Special Effects (archaic category),Flying Tigers,Photographic Effects by Howard Lydecker; Sound Effects by Daniel J. Bloomberg,FALSE,,,,,,,,,,,
1942 (15th),Special Effects (archaic category),Invisible Agent,Photographic Effects by John Fulton; Sound Effects by Bernard B. Brown,FALSE,,,,,,,,,,,
1942 (15th),Special Effects (archaic category),Jungle Book,Photographic Effects by Lawrence Butler; Sound Effects by William H. Wilmarth,FALSE,,,,,,,,,,,
1942 (15th),Special Effects (archaic category),Mrs. Miniver,Photographic Effects by A. Arnold Gillespie, Warren Newcombe; Sound Effects by Douglas Shearer,FALSE,,,,,,,,,,
1942 (15th),Special Effects (archaic category),The Navy Comes Through,Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart,FALSE,,,,,,,,,,,
1942 (15th),Special Effects (archaic category),One of Our Aircraft Is Missing,Photographic Effects by Ronald Neame; Sound Effects by C. C. Stevens,FALSE,,,,,,,,,,,
1942 (15th),Special Effects (archaic category),The Pride of the Yankees,Photographic Effects by Jack Cosgrove, Ray Binger; Sound Effects by Thomas T. Moulton,FALSE,,,,,,,,,,
1942 (15th),Special Effects (archaic category),Reap the Wild Wind,Photographic Effects by Gordon Jennings, Farciot Edouart, William L. Pereira; Sound Effects by Louis Mesenkop,TRUE,,,,,,,,,
1941 (14th),Actor -- Leading Role,Gary Cooper,Sergeant York {'Alvin C. York'},TRUE,,,,,,,,,,,
1941 (14th),Actor -- Leading Role,Cary Grant,Penny Serenade {'Roger Adams'},FALSE,,,,,,,,,,,
1941 (14th),Actor -- Leading Role,Walter Huston,All That Money Can Buy {'Mr. Scratch'},FALSE,,,,,,,,,,,
1941 (14th),Actor -- Leading Role,Robert Montgomery,Here Comes Mr. Jordan {'Joe Pendleton'},FALSE,,,,,,,,,,,
1941 (14th),Actor -- Leading Role,Orson Welles,Citizen Kane {'Charles Foster Kane'},FALSE,,,,,,,,,,,
1941 (14th),Actor -- Supporting Role,Walter Brennan,Sergeant York {'Pastor Posier Pile'},FALSE,,,,,,,,,,,
1941 (14th),Actor -- Supporting Role,Charles Coburn,The Devil and Miss Jones {'John P. Merrick'},FALSE,,,,,,,,,,,
1941 (14th),Actor -- Supporting Role,Donald Crisp,How Green Was My Valley {'Mr. Morgan'},TRUE,,,,,,,,,,,
1941 (14th),Actor -- Supporting Role,James Gleason,Here Comes Mr. Jordan {'Max Corkle'},FALSE,,,,,,,,,,,
1941 (14th),Actor -- Supporting Role,Sydney Greenstreet,The Maltese Falcon {'Kaspar Gutman'},FALSE,,,,,,,,,,,
1941 (14th),Actress -- Leading Role,Bette Davis,The Little Foxes {'Regina Hubbard Giddens'},FALSE,,,,,,,,,,,
1941 (14th),Actress -- Leading Role,Olivia de Havilland,Hold Back the Dawn {'Emmy Brown'},FALSE,,,,,,,,,,,
1941 (14th),Actress -- Leading Role,Joan Fontaine,Suspicion {'Lina McLaidlaw'},TRUE,,,,,,,,,,,
1941 (14th),Actress -- Leading Role,Greer Garson,Blossoms in the Dust {'Edna Gladney'},FALSE,,,,,,,,,,,
1941 (14th),Actress -- Leading Role,Barbara Stanwyck,Ball of Fire {'Sugarpuss O'Shea'},FALSE,,,,,,,,,,,
1941 (14th),Actress -- Supporting Role,Sara Allgood,How Green Was My Valley {'Mrs. Morgan'},FALSE,,,,,,,,,,,
1941 (14th),Actress -- Supporting Role,Mary Astor,The Great Lie {'Sandra Kovak'},TRUE,,,,,,,,,,,
1941 (14th),Actress -- Supporting Role,Patricia Collinge,The Little Foxes {'Birdie Hubbard'},FALSE,,,,,,,,,,,
1941 (14th),Actress -- Supporting Role,Teresa Wright,The Little Foxes {'Alexandra Giddens'},FALSE,,,,,,,,,,,
1941 (14th),Actress -- Supporting Role,Margaret Wycherly,Sergeant York {'Mother York'},FALSE,,,,,,,,,,,
1941 (14th),Art Direction,Citizen Kane,Art Direction: Perry Ferguson, Van Nest Polglase; Interior Decoration: Al Fields, Darrell Silvera,FALSE,,,,,,,,,
1941 (14th),Art Direction,The Flame of New Orleans,Art Direction: Martin Obzina, Jack Otterson; Interior Decoration: Russell A. Gausman,FALSE,,,,,,,,,,
1941 (14th),Art Direction,Hold Back the Dawn,Art Direction: Hans Dreier, Robert Usher; Interior Decoration: Sam Comer,FALSE,,,,,,,,,,
1941 (14th),Art Direction,How Green Was My Valley,Art Direction: Richard Day, Nathan Juran; Interior Decoration: Thomas Little,TRUE,,,,,,,,,,
1941 (14th),Art Direction,Ladies in Retirement,Art Direction: Lionel Banks; Interior Decoration: George Montgomery,FALSE,,,,,,,,,,,
1941 (14th),Art Direction,The Little Foxes,Art Direction: Stephen Goosson; Interior Decoration: Howard Bristol,FALSE,,,,,,,,,,,
1941 (14th),Art Direction,Sergeant York,Art Direction: John Hughes; Interior Decoration: Fred MacLean,FALSE,,,,,,,,,,,
1941 (14th),Art Direction,Sis Hopkins[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Nomination withdrawn by Republic Studios.],,FALSE,,,,,,,,,,,
1941 (14th),Art Direction,The Son of Monte Cristo,Art Direction: John DuCasse Schulze; Interior Decoration: Edward G. Boyle,FALSE,,,,,,,,,,,
1941 (14th),Art Direction,Sundown,Art Direction: Alexander Golitzen; Interior Decoration: Richard Irvine,FALSE,,,,,,,,,,,
1941 (14th),Art Direction,That Hamilton Woman,Art Direction: Vincent Korda; Interior Decoration: Julia Heron,FALSE,,,,,,,,,,,
1941 (14th),Art Direction,When Ladies Meet,Art Direction: Cedric Gibbons, Randall Duell; Interior Decoration: Edwin B. Willis,FALSE,,,,,,,,,,
1941 (14th),Art Direction,Blood and Sand,Art Direction: Richard Day, Joseph C. Wright; Interior Decoration: Thomas Little,FALSE,,,,,,,,,,
1941 (14th),Art Direction,Blossoms in the Dust,Art Direction: Cedric Gibbons, Urie McCleary; Interior Decoration: Edwin B. Willis,TRUE,,,,,,,,,,
1941 (14th),Art Direction,Louisiana Purchase,Art Direction: Raoul Pene du Bois; Interior Decoration: Stephen A. Seymour,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,The Chocolate Soldier,Karl Freund,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,Citizen Kane,Gregg Toland,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,Dr. Jekyll and Mr. Hyde,Joseph Ruttenberg,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,Here Comes Mr. Jordan,Joseph Walker,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,Hold Back the Dawn,Leo Tover,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,How Green Was My Valley,Arthur Miller,TRUE,,,,,,,,,,,
1941 (14th),Cinematography,Sergeant York,Sol Polito,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,Sun Valley Serenade,Edward Cronjager,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,Sundown,Charles Lang,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,That Hamilton Woman,Rudolph Mate,FALSE,,,,,,,,,,,
1941 (14th),Cinematography,Aloma of the South Seas,Wilfred M. Cline, Karl Struss, William Snyder,FALSE,,,,,,,,,
1941 (14th),Cinematography,Billy the Kid,William V. Skall, Leonard Smith,FALSE,,,,,,,,,,
1941 (14th),Cinematography,Blood and Sand,Ernest Palmer, Ray Rennahan,TRUE,,,,,,,,,,
